filename,time,duration,content,stdout,stderr
20220525094630133637_fine1.seed,2022-05-25_09:46:28,0:0:0:2,b'AA@BAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPAAAQ',b'D124816Z\nFc0x4f4f230x4f53050x4f792fZ\n\x00',b'./Programs/base64/code_Bin/base64: invalid input\n',,,
20220525094632222958_st1.seed,2022-05-25_09:46:28,0:0:0:4,b'`valAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPAAAQ',b'Successfully triggered bug 1comma crashing now!\nSuccessfully triggered bug 1comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==480==ERROR: AddressSanitizer: SEGV on unknown address 0x7ffca25b6710 (pc 0x0000004f8d9a bp 0x7ffc35f9e390 sp 0x7ffc35f9e2b0 T0)\n==480==The signal is caused by a READ memory access.\n    #0 0x4f8d9a in decode_4 /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/base64.c:417:15\n    #1 0x4f7a5a in base64_decode_ctx /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/base64.c:584:47\n    #2 0x4f63a1 in do_decode /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/src/base64.c:245:16\n    #3 0x4f5cc8 in main /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/src/base64.c:332:5\n    #4 0x7fe2ab5d9c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #5 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/base64.c:417:15 in decode_4\n==480==ABORTING\n',,,
20220525100622003498_st1.seed,2022-05-25_09:46:28,0:0:19:53,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANlasOQ\x00A\x00\x00\x00\x00\x00',b'D124816Z\nFc0x4f4f230x4f53050x5017eaZ\n\x00\x00\x01\x00\x00\x02\x00\x00\x03\x00\x00\x04\x00\x00\x05\x00\x00\x06\x00\x00\x07\x00\x00\x08\x00\x00\t\x00\x00\n\x00\x00\x0b\x00\x00\x0c\x00\x00\r\x95\xab\x0eSuccessfully triggered bug 786comma crashing now!\nSuccessfully triggered bug 786comma crashing now!\nSuccessfully triggered bug 786comma crashing now!\n',b'./Programs/base64/code_Bin/base64: invalid input\nAddressSanitizer:DEADLYSIGNAL\n=================================================================\n==20765==ERROR: AddressSanitizer: SEGV on unknown address 0x7f447af47b40 (pc 0x7f01716413e0 bp 0x7ffd77ed5ee0 sp 0x7ffd77ed5ea8 T0)\n==20765==The signal is caused by a READ memory access.\n    #0 0x7f01716413e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7f01715fb030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7f01715fb129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7f01716d6738  (/lib/x86_64-linux-gnu/libc.so.6+0x11e738)\n    #6 0x7f01716d683c in error (/lib/x86_64-linux-gnu/libc.so.6+0x11e83c)\n    #7 0x4f6465 in do_decode /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/src/base64.c:251:13\n    #8 0x4f5cc8 in main /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/src/base64.c:332:5\n    #9 0x7f01715d9c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #10 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==20765==ABORTING\n',,,
20220525100634122341_st1.seed,2022-05-25_09:46:28,0:0:20:6,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPSsal',b'Successfully triggered bug 782comma crashing now!\nSuccessfully triggered bug 782comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21782==ERROR: AddressSanitizer: SEGV on unknown address 0x7ffa8d139628 (pc 0x7f9f1aa413e0 bp 0x7ffda1304a70 sp 0x7ffda1304a38 T0)\n==21782==The signal is caused by a READ memory access.\n    #0 0x7f9f1aa413e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7f9f1a9fb030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7f9f1a9fb129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7f9f1a9d9c8d in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c8d)\n    #6 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21782==ABORTING\n',,,
20220525100634574510_st1.seed,2022-05-25_09:46:28,0:0:20:6,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPlasS',b'Successfully triggered bug 782comma crashing now!\nSuccessfully triggered bug 782comma crashing now!\nSuccessfully triggered bug 782comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21785==ERROR: AddressSanitizer: SEGV on unknown address 0x7fff9db8cb40 (pc 0x7fb9342863e0 bp 0x7fffa6109bb0 sp 0x7fffa6109b78 T0)\n==21785==The signal is caused by a READ memory access.\n    #0 0x7fb9342863e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7fb934240030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7fb934240129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7fb93421ec8d in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c8d)\n    #6 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21785==ABORTING\n',,,
20220525100635468693_st1.seed,2022-05-25_09:46:28,0:0:20:7,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPSsal',b'Successfully triggered bug 782comma crashing now!\nSuccessfully triggered bug 782comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21797==ERROR: AddressSanitizer: SEGV on unknown address 0x7f58314d5628 (pc 0x7efcbeddd3e0 bp 0x7ffe39b32310 sp 0x7ffe39b322d8 T0)\n==21797==The signal is caused by a READ memory access.\n    #0 0x7efcbeddd3e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7efcbed97030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7efcbed97129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7efcbed75c8d in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c8d)\n    #6 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21797==ABORTING\n',,,
20220525100635901966_st1.seed,2022-05-25_09:46:28,0:0:20:7,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPlasS',b'Successfully triggered bug 782comma crashing now!\nSuccessfully triggered bug 782comma crashing now!\nSuccessfully triggered bug 782comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21800==ERROR: AddressSanitizer: SEGV on unknown address 0x7f69631a5b40 (pc 0x7f22f989f3e0 bp 0x7fff24640f80 sp 0x7fff24640f48 T0)\n==21800==The signal is caused by a READ memory access.\n    #0 0x7f22f989f3e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7f22f9859030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7f22f9859129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7f22f9837c8d in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c8d)\n    #6 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21800==ABORTING\n',,,
20220525100638569833_st1.seed,2022-05-25_09:46:28,0:0:20:10,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPlas[',b'D124816Z\nFc0x4f4f230x4f53050x501791Z\n\x00\x00\x01\x00\x00\x02\x00\x00\x03\x00\x00\x04\x00\x00\x05\x00\x00\x06\x00\x00\x07\x00\x00\x08\x00\x00\t\x00\x00\n\x00\x00\x0b\x00\x00\x0c\x00\x00\r\x00\x00\x0e\x00\x00\x0f\x95\xabSuccessfully triggered bug 774comma crashing now!\nSuccessfully triggered bug 774comma crashing now!\nSuccessfully triggered bug 774comma crashing now!\n',b'./Programs/base64/code_Bin/base64: invalid input\nAddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21971==ERROR: AddressSanitizer: SEGV on unknown address 0x7f7d5f974b40 (pc 0x7f303606e3e0 bp 0x7fff6edd5e00 sp 0x7fff6edd5dc8 T0)\n==21971==The signal is caused by a READ memory access.\n    #0 0x7f303606e3e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7f3036028030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7f3036028129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7f3036103738  (/lib/x86_64-linux-gnu/libc.so.6+0x11e738)\n    #6 0x7f303610383c in error (/lib/x86_64-linux-gnu/libc.so.6+0x11e83c)\n    #7 0x4f6465 in do_decode /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/src/base64.c:251:13\n    #8 0x4f5cc8 in main /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/src/base64.c:332:5\n    #9 0x7f3036006c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #10 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21971==ABORTING\n',,,
20220525100638996796_st1.seed,2022-05-25_09:46:28,0:0:20:10,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPlasK',b'Successfully triggered bug 790comma crashing now!\nSuccessfully triggered bug 790comma crashing now!\nSuccessfully triggered bug 790comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21974==ERROR: AddressSanitizer: SEGV on unknown address 0x7fe93a5e2b40 (pc 0x7fa990cdc3e0 bp 0x7ffe4cd9af80 sp 0x7ffe4cd9af48 T0)\n==21974==The signal is caused by a READ memory access.\n    #0 0x7fa990cdc3e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7fa990c96030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7fa990c96129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7fa990c74c8d in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c8d)\n    #6 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21974==ABORTING\n',,,
20220525100639425557_st1.seed,2022-05-25_09:46:28,0:0:20:11,b'AAABAAACAAADAAAEAAAFAAAGAAAHAAAIAAAJAAAKAAALAAAMAAANAAAOAAAPlasW',b'Successfully triggered bug 778comma crashing now!\nSuccessfully triggered bug 778comma crashing now!\nSuccessfully triggered bug 778comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==21977==ERROR: AddressSanitizer: SEGV on unknown address 0x7fe1f71c2b40 (pc 0x7f982d8bc3e0 bp 0x7fff4bfcdec0 sp 0x7fff4bfcde88 T0)\n==21977==The signal is caused by a READ memory access.\n    #0 0x7f982d8bc3e0 in __fpending (/lib/x86_64-linux-gnu/libc.so.6+0x893e0)\n    #1 0x501cfc in close_stream /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/close-stream.c:59:30\n    #2 0x4fa931 in close_stdout /root/u18base64/lava_corpus/LAVA-M/base64/coreutils-8.24-lava-safe/lib/closeout.c:109:7\n    #3 0x7f982d876030  (/lib/x86_64-linux-gnu/libc.so.6+0x43030)\n    #4 0x7f982d876129 in exit (/lib/x86_64-linux-gnu/libc.so.6+0x43129)\n    #5 0x7f982d854c8d in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c8d)\n    #6 0x41bfb9 in _start (/root/base64v4/Programs/base64/code_Bin/base64+0x41bfb9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x893e0) in __fpending\n==21977==ABORTING\n',,,
